id,meeting_id,contact_id,email,name,position_title,attended,created_at,updated_at
349,128,235.0,shelly@theCS.com,Shelly Dart,Purchasing Manager,0,2022-11-02 12:30:02,2022-11-02 12:30:02
350,128,236.0,tigre@shopbuild.us,Sam Tigre,Contractor,0,2022-11-02 12:30:02,2022-11-02 12:30:02
351,128,237.0,rj@thecs.com,R. J. Batherson,Director,0,2022-11-02 12:30:02,2022-11-02 12:30:02
352,128,,'tigre@shopbuild.us,Gerry Shali,General Contractor,0,2022-11-02 12:30:02,2022-11-02 12:30:02
358,130,233.0,taylor@theCS.com,Taylor Dietrich,COO,0,2022-11-02 12:31:20,2022-11-02 12:31:20
359,130,234.0,steve@theCS.com,Steve McBroom,Project Manager,0,2022-11-02 12:31:20,2022-11-02 12:31:20
360,130,237.0,rj@thecs.com,R. J. Batherson,Director,0,2022-11-02 12:31:20,2022-11-02 12:31:20
361,131,239.0,sam@miiis3.com,Sam Sheppard,Director,1,2022-11-08 13:43:30,2022-11-08 13:46:14
362,131,240.0,brianc@miiis3.com,Brian Capstick,VP,1,2022-11-08 13:43:30,2022-11-08 13:46:14
363,131,241.0,sal@miiis3.com,Diane Bart,Director,1,2022-11-08 13:43:30,2022-11-08 13:46:14
364,131,242.0,devo@frankii.com,Frank Devo,Vendor,1,2022-11-08 13:43:30,2022-11-08 13:46:14
365,131,243.0,neil@miiis3.com,Neil Mistry,CEO,1,2022-11-08 13:43:30,2022-11-08 13:46:14
366,132,239.0,sam@miiis3.com,Sam Sheppard,Director,0,2022-11-08 13:45:35,2022-11-08 13:45:35
367,132,240.0,brianc@miiis3.com,Brian Capstick,VP,0,2022-11-08 13:45:35,2022-11-08 13:45:35
368,132,241.0,sal@miiis3.com,Diane Bart,Director,0,2022-11-08 13:45:35,2022-11-08 13:45:35
369,132,243.0,neil@miiis3.com,Neil Mistry,CEO,0,2022-11-08 13:45:35,2022-11-08 13:45:35
370,133,240.0,brianc@miiis3.com,Brian Capstick,VP,1,2022-11-09 05:00:25,2022-11-09 05:00:25
371,134,259.0,shali@thecs.com,Gerry Shali,Store Manager,1,2022-11-16 06:42:48,2022-11-16 06:42:48
372,135,233.0,taylor@theCS.com,Taylor Holt,COO,1,2023-03-02 12:13:12,2023-03-02 12:13:12
373,135,237.0,rj@thecs.com,R. J. Batherson,Director,1,2023-03-02 12:13:12,2023-03-02 12:13:12
374,135,259.0,shali@thecs.com,Geray Shaw,Store Manager,1,2023-03-02 12:13:12,2023-03-02 12:13:12
375,135,260.0,steve.mcbroom@traxidy.com,Mary Kelly,PMO Manager,1,2023-03-02 12:13:12,2023-03-02 12:13:12
376,136,235.0,shelly@theCS.com,Shelly Dart,Purchasing Manager,1,2023-03-23 06:18:43,2023-03-23 06:18:43
377,136,237.0,rj@thecs.com,R. J. Batherson,Director,1,2023-03-23 06:18:43,2023-03-23 06:18:43
378,136,259.0,shali@thecs.com,Geray Shaw,Store Manager,1,2023-03-23 06:18:43,2023-03-23 06:18:43
379,137,235.0,shelly@theCS.com,Shelly Dart,Purchasing Manager,1,2023-03-23 07:28:14,2023-03-23 07:28:14
380,137,237.0,rj@thecs.com,R. J. Batherson,Director,1,2023-03-23 07:28:14,2023-03-23 07:28:14
381,138,234.0,steve@theCS.com,Stan Rayment,Project Manager,1,2023-04-19 11:35:34,2023-04-19 11:35:34
382,138,259.0,shali@thecs.com,Geray Shaw,Store Manager,1,2023-04-19 11:35:34,2023-04-19 11:35:34
383,139,470.0,exrea@eradfsgstg.co,Extra Namer,,1,2023-05-18 04:41:25,2023-05-18 04:41:25
384,140,474.0,pbjam@dfresfr.ca,Pat Best,,1,2023-05-18 04:49:21,2023-05-18 04:49:21
385,140,477.0,apersonrede@23deadsw.cou,Another Person,,1,2023-05-18 04:49:21,2023-05-18 04:49:21
386,140,479.0,tyhy@sdaew.ca,This One,,1,2023-05-18 04:49:21,2023-05-18 04:49:21
387,140,481.0,stsrefsef@sdas.ca,Fredd jazz,,1,2023-05-18 04:49:21,2023-05-18 04:49:21
388,140,482.0,gafard.kijuh@sadea.ca,Gait rock,,1,2023-05-18 04:49:21,2023-05-18 04:49:21
389,141,268.0,db@miiis3.ca,Duane Browne,VP,1,2023-05-30 12:43:32,2023-05-30 12:43:32
390,141,,'tigre@shopbuild.us,Gerry Shali,General Contractor,1,2023-05-30 12:43:32,2023-05-30 12:43:32
391,141,,abeal@traxidy.com,Alley Beal,Lead Trainer,1,2023-05-30 12:43:32,2023-05-30 12:43:32
392,147,234.0,steve@theCS.com,Stan Rayment,Project Manager,1,2023-07-04 09:38:46,2023-07-04 09:38:46
393,147,237.0,rj@thecs.com,R. J. Batherson,Director,1,2023-07-04 09:38:46,2023-07-04 09:38:46
394,147,259.0,shali@thecs.com,Geray Shaw,Store Manager,1,2023-07-04 09:38:46,2023-07-04 09:38:46
